N,k,converged,cos_to_true,cos_err,l2_err_direction,w_norm,error
100,79,True,0.9772601084368353,0.022739891563164694,0.21325989572896545,0.9608995812654934,
100,80,True,0.9382572218394385,0.06174277816056151,0.3514051170958141,1.1254063800619114,
100,81,True,0.9100303473069709,0.08996965269302915,0.42419253339263086,0.805553703874817,
100,82,True,0.9807459191551123,0.019254080844887667,0.19623496551271238,0.9622529367645213,
100,83,True,0.9627539629791693,0.037246037020830736,0.2729323616606538,1.130648795675163,
100,84,True,0.8979538262860681,0.10204617371393188,0.45176581037951924,1.0362777424656033,
100,85,True,0.9224068384057175,0.07759316159428253,0.39393695331685363,1.2861019214882656,
100,86,True,0.9301721645661349,0.06982783543386506,0.373705326250149,0.9889975401319732,
100,87,True,0.9766110066808015,0.023388993319198526,0.21628219214349828,1.1632771795208132,
100,88,True,0.9616208029341337,0.038379197065866344,0.27705305291899074,1.0203532309640175,
100,89,True,0.9765207190171017,0.02347928098289831,0.216699243113115,1.0163249631899698,
100,90,True,0.9511668820540319,0.04883311794596812,0.3125159770186742,1.129543537572773,
100,91,True,0.9760961903610355,0.023903809638964546,0.2186495352794721,1.2235615390491676,
100,92,True,0.9330885273591866,0.06691147264081343,0.36581818610018124,0.9485431881442432,
100,93,True,0.9938990089249721,0.006100991075027928,0.11046258257915115,1.1783855101737386,
100,94,True,0.9749725477719404,0.025027452228059577,0.22372953416149444,0.9009167383230032,
100,95,True,0.9774978117346544,0.022502188265345557,0.21214234968692824,0.8235474595511737,
100,96,True,0.9712736376478049,0.028726362352195056,0.23969298008992673,1.2732297323487944,
100,97,True,0.9675623004748927,0.03243769952510733,0.25470649589324335,0.9928876906366384,
100,98,True,0.9656110027435506,0.034388997256449394,0.2622555900508104,0.9843195672786156,
100,99,True,0.950132210962632,0.04986778903736799,0.31580940149833453,1.075314650717443,
100,100,True,0.954531510255389,0.04546848974461104,0.3015575890094992,1.2661648499550509,
100,101,True,0.979913416394149,0.020086583605851027,0.20043245049567646,1.2610782635885724,
100,102,True,0.9302301946619249,0.06976980533807509,0.37355001094385004,1.5050740939665734,
100,103,True,0.9860754868500485,0.013924513149951467,0.1668802753470386,1.2687232967224313,
100,104,True,0.978804893123424,0.021195106876575998,0.20588883834038274,1.1854866112090225,
100,105,True,0.980342016852152,0.019657983147847946,0.19828254158068437,1.0156388900856186,
100,106,True,0.9329976008003728,0.06700239919962725,0.3660666584097144,0.9620336052943167,
100,107,True,0.9655008541336217,0.034499145866378256,0.2626752590800218,1.1659008257461314,
100,108,True,0.9761178182370156,0.0238821817629844,0.2185505971759606,0.9609963749550232,
100,109,True,0.9604717997538794,0.03952820024612058,0.2811697005230845,1.5393232992638701,
100,110,True,0.9605748139724758,0.039425186027524206,0.2808030841266673,1.023066450061493,
100,111,True,0.9744226241452808,0.025577375854719198,0.2261741623383145,0.9080138052479584,
100,112,True,0.9525939876982331,0.04740601230176689,0.30791561279599655,1.1302144537535292,
100,113,True,0.9364092917580253,0.06359070824197466,0.35662503625509717,1.1596344274310746,
100,114,True,0.9907535434437544,0.009246456556245564,0.1359886506753094,1.498489405169431,
100,115,True,0.9652163586050014,0.034783641394998566,0.2637561047445098,1.0496138396682235,
100,116,True,0.9313755296792587,0.06862447032074126,0.37047124131500714,1.0173703143450594,
100,117,True,0.9709969279836096,0.029003072016390408,0.2408446470918138,1.020319122852834,
100,118,True,0.9702300117683411,0.029769988231658884,0.2440081483543487,1.0950311809930922,
100,119,True,0.8260372489305486,0.17396275106945136,0.5898521019195426,0.9095591304566573,
100,120,True,0.9496562879184839,0.05034371208151611,0.3173128175208682,0.9715202865048187,
100,121,True,0.9582838544697596,0.04171614553024039,0.2888464835522164,1.038864671606855,
